City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,Current Description
260,Hazro,0,PK,2022-11-12 05:17:15,29,33.9091,72.4921,63.28,3.94,clear sky
261,Ust-Karsk,5,RU,2022-11-12 05:17:15,52,52.7011,118.8077,25.77,4.07,clear sky
262,Sorong,100,ID,2022-11-12 05:17:15,72,-0.8833,131.25,83.57,1.77,overcast clouds
263,Ejido,74,VE,2022-11-12 05:17:15,94,8.5514,-71.2375,65.95,2.08,broken clouds
264,Anton Lizardo,0,MX,2022-11-12 05:17:16,81,19.05,-95.9833,75.42,7.38,clear sky
265,Shimanovsk,3,RU,2022-11-12 05:17:16,55,52.0,127.7,26.38,7.96,clear sky
266,Thinadhoo,90,MV,2022-11-12 05:17:16,77,0.5333,72.9333,81.97,16.08,overcast clouds
267,Bandarbeyla,90,SO,2022-11-12 05:17:18,73,9.4942,50.8122,80.73,15.41,overcast clouds
268,Oum Hadjer,12,TD,2022-11-12 05:17:18,28,13.2954,19.6966,73.96,8.93,few clouds
269,Buzmeyin,40,TM,2022-11-12 05:17:19,70,38.0507,58.2056,40.73,2.3,scattered clouds
270,Felanitx,13,ES,2022-11-12 05:17:19,87,39.4696,3.1483,67.95,9.62,few clouds
271,Brae,76,GB,2022-11-12 05:17:19,89,60.3964,-1.353,52.05,15.82,broken clouds
272,Lata,0,PT,2022-11-12 05:17:20,84,40.1629,-8.3327,50.07,4.97,clear sky
273,Chipinge,84,ZW,2022-11-12 05:17:20,83,-20.1883,32.6236,66.38,3.89,broken clouds
274,Raymond,100,US,2022-11-12 05:17:20,95,43.9015,-70.4703,63.41,9.73,overcast clouds
275,Faya,1,SA,2022-11-12 05:17:20,50,18.3851,42.4509,60.91,2.64,clear sky
276,Linfen,100,CN,2022-11-12 05:18:21,35,36.0889,111.5189,54.43,7.85,overcast clouds
277,Megion,100,RU,2022-11-12 05:18:21,96,61.0296,76.1136,30.22,12.68,light snow
278,Murdochville,100,CA,2022-11-12 05:13:41,97,48.9583,-65.5006,30.54,6.93,overcast clouds
279,Voskresenskoye,100,RU,2022-11-12 05:18:21,91,56.8381,45.4317,44.58,12.35,overcast clouds
280,Costa Rica,30,BR,2022-11-12 05:18:07,86,-23.4167,-54.65,65.84,6.49,scattered clouds
281,Sao Felix Do Xingu,49,BR,2022-11-12 05:18:22,62,-6.6447,-51.995,76.59,0.47,scattered clouds
282,Goderich,100,CA,2022-11-12 05:18:22,81,43.7501,-81.7165,48.9,16.11,overcast clouds
283,Saurimo,100,AO,2022-11-12 05:18:22,97,-9.6608,20.3916,64.08,3.53,overcast clouds
284,Kalabo,99,ZM,2022-11-12 05:18:22,84,-14.97,22.6814,68.18,5.5,overcast clouds
285,Clyde River,100,CA,2022-11-12 05:18:23,78,70.4692,-68.5914,3.43,10.36,light snow
286,Zhaoyuan,100,CN,2022-11-12 05:18:23,91,37.3592,120.3964,49.78,21.09,overcast clouds
287,Leshan,100,CN,2022-11-12 05:18:23,65,29.5623,103.7639,58.73,3.76,overcast clouds
288,Port-Gentil,100,GA,2022-11-12 05:18:23,94,-0.7193,8.7815,78.76,5.75,overcast clouds
289,Neuquen,75,AR,2022-11-12 05:18:24,82,-38.9516,-68.0591,57.09,3.44,broken clouds
290,Arinos,37,BR,2022-11-12 05:18:24,94,-15.9169,-46.1056,68.99,1.3,scattered clouds
291,Zhigansk,100,RU,2022-11-12 05:18:24,97,66.7697,123.3711,-10.91,15.57,light snow
292,Bud,62,US,2022-11-12 05:18:24,45,39.447,-86.1758,37.74,10.6,broken clouds
293,Lazaro Cardenas,45,MX,2022-11-12 05:18:25,87,17.9583,-102.2,77.0,3.71,scattered clouds
294,Biak,98,ID,2022-11-12 05:18:25,69,-0.9131,122.8766,84.92,2.06,overcast clouds
295,Karratha,0,AU,2022-11-12 05:18:25,26,-20.7377,116.8463,86.52,16.22,clear sky
296,Sur,1,OM,2022-11-12 05:18:25,51,22.5667,59.5289,82.13,4.12,clear sky
297,Bathsheba,40,BB,2022-11-12 05:18:26,83,13.2167,-59.5167,81.21,11.5,scattered clouds
298,Ambovombe,18,MG,2022-11-12 05:18:26,70,-25.1667,46.0833,78.13,11.61,few clouds
299,Srednebelaya,6,RU,2022-11-12 05:18:26,70,50.6594,128.0106,25.18,7.67,clear sky
300,Srednekolymsk,100,RU,2022-11-12 05:18:27,98,67.45,153.6833,-14.8,4.18,overcast clouds
301,Severo-Kurilsk,98,RU,2022-11-12 05:18:27,64,50.6789,156.125,35.51,20.38,overcast clouds
302,Moussoro,84,TD,2022-11-12 05:18:27,25,13.6408,16.4901,73.98,12.77,broken clouds
303,Tavda,100,RU,2022-11-12 05:18:27,100,58.0425,65.2726,34.57,3.38,overcast clouds
304,Karak,0,JO,2022-11-12 05:18:28,59,31.1667,35.75,55.47,4.05,clear sky
305,Hvide Sande,68,DK,2022-11-12 05:18:28,93,56.0045,8.1294,55.99,16.04,broken clouds
306,Fortuna,91,US,2022-11-12 05:17:22,58,40.5982,-124.1573,45.91,2.19,overcast clouds
307,Nova Odesa,33,UA,2022-11-12 05:18:28,93,47.3078,31.7851,42.3,4.27,scattered clouds
308,Lyubech,100,UA,2022-11-12 05:18:28,95,51.7026,30.6569,42.73,8.95,overcast clouds
309,Callaway,100,US,2022-11-12 05:18:29,86,30.153,-85.5699,71.98,6.91,overcast clouds
310,Tarakan,20,ID,2022-11-12 05:18:29,79,3.3,117.6333,85.5,3.44,few clouds
311,Ariquemes,98,BR,2022-11-12 05:18:29,99,-9.9133,-63.0408,71.94,2.17,overcast clouds
312,Mayo,100,US,2022-11-12 05:18:30,95,38.8876,-76.5119,72.07,17.27,overcast clouds
313,Najran,0,SA,2022-11-12 05:14:23,34,17.4924,44.1277,66.52,2.82,clear sky
314,Turochak,100,RU,2022-11-12 05:18:30,69,52.2576,87.1224,34.56,2.77,overcast clouds
315,Sao Miguel Do Araguaia,72,BR,2022-11-12 05:18:30,74,-13.275,-50.1628,74.17,4.18,broken clouds
316,Lasa,100,IT,2022-11-12 05:18:30,44,46.6166,10.7002,47.28,1.68,overcast clouds
317,Hofn,100,IS,2022-11-12 05:18:31,91,64.2539,-15.2082,44.04,5.79,overcast clouds
318,Vila Franca Do Campo,4,PT,2022-11-12 05:18:31,77,37.7167,-25.4333,63.01,10.16,clear sky
319,Rio De Janeiro,100,BR,2022-11-12 05:18:29,90,-22.9028,-43.2075,73.94,10.36,light rain
320,Husavik,99,IS,2022-11-12 05:18:31,90,66.0449,-17.3389,38.75,5.66,overcast clouds
321,Rafaela,80,AR,2022-11-12 05:19:31,46,-31.2503,-61.4867,70.99,1.01,broken clouds
322,Portland,100,US,2022-11-12 05:16:59,71,45.5234,-122.6762,44.53,13.8,overcast clouds
323,Shizunai,37,JP,2022-11-12 05:19:32,60,42.3339,142.3669,54.64,6.58,scattered clouds
324,Rapid Valley,0,US,2022-11-12 05:16:48,81,44.0625,-103.1463,16.14,7.0,clear sky
325,Pierre,100,US,2022-11-12 05:19:32,85,44.3683,-100.351,13.12,8.05,overcast clouds
326,Korla,35,CN,2022-11-12 05:19:32,38,41.7597,86.1469,43.18,4.56,scattered clouds
327,Faanui,79,PF,2022-11-12 05:19:33,78,-16.4833,-151.75,77.86,7.29,light rain
328,Ostrovnoy,100,RU,2022-11-12 05:19:33,98,68.0531,39.5131,35.96,10.89,light rain
329,Meulaboh,100,ID,2022-11-12 05:19:33,84,4.1363,96.1285,78.57,1.86,overcast clouds
330,Chifeng,96,CN,2022-11-12 05:19:33,71,42.2683,118.9636,31.48,16.53,overcast clouds
331,Beringovskiy,49,RU,2022-11-12 05:19:34,96,63.05,179.3167,7.79,14.23,scattered clouds
332,Aliwal North,99,ZA,2022-11-12 05:19:34,71,-30.6937,26.7114,62.85,8.79,overcast clouds
333,Coihaique,0,CL,2022-11-12 05:19:34,93,-45.5752,-72.0662,48.81,2.3,clear sky
334,Nicoya,97,CR,2022-11-12 05:19:34,95,10.1483,-85.452,72.07,1.34,overcast clouds
335,Chimbarongo,100,CL,2022-11-12 05:19:35,77,-34.7,-71.05,56.28,0.94,overcast clouds
336,Banyo,82,CM,2022-11-12 05:19:35,63,6.75,11.8167,63.84,1.81,broken clouds
337,Mehamn,100,NO,2022-11-12 05:19:35,93,71.0357,27.8492,37.31,3.44,light rain
338,Sal Rei,22,CV,2022-11-12 05:19:35,77,16.1833,-22.9167,75.22,10.96,few clouds
339,Drexel Heights,0,US,2022-11-12 05:19:36,35,32.1412,-111.0284,55.51,5.75,clear sky
340,Bowen,0,AU,2022-11-12 05:19:36,59,-20.0167,148.2333,79.75,11.83,clear sky
341,Fare,98,PF,2022-11-12 05:19:36,76,-16.7,-151.0167,78.19,6.17,light rain
342,Pitimbu,18,BR,2022-11-12 05:19:37,84,-7.4706,-34.8086,75.79,7.58,few clouds
343,Martapura,40,ID,2022-11-12 05:19:37,84,-3.4167,114.85,84.29,3.44,moderate rain
344,Houma,75,US,2022-11-12 05:15:44,99,29.5958,-90.7195,61.0,0.0,broken clouds
345,Bograd,99,RU,2022-11-12 05:19:37,56,54.2344,90.8328,33.64,8.19,overcast clouds
346,Quatre Cocos,47,MU,2022-11-12 05:19:37,61,-20.2078,57.7625,79.09,9.86,scattered clouds
347,Northam,5,GB,2022-11-12 05:19:38,93,51.0333,-4.2167,51.39,9.62,clear sky
348,Kavaratti,100,IN,2022-11-12 05:19:38,58,10.5669,72.642,82.56,5.35,overcast clouds
349,Ginda,0,IN,2022-11-12 05:19:38,28,30.6945,78.4932,59.59,5.14,clear sky
350,Sukumo,48,JP,2022-11-12 05:19:38,61,32.9333,132.7333,71.98,7.11,scattered clouds
351,Cayenne,20,GF,2022-11-12 05:19:39,100,4.9333,-52.3333,75.24,0.0,few clouds
352,Luena,100,AO,2022-11-12 05:19:39,95,-11.7833,19.9167,62.47,3.36,light rain
353,Itoman,75,JP,2022-11-12 05:19:39,92,26.1247,127.6694,78.82,17.27,light intensity shower rain
354,Marfino,100,RU,2022-11-12 05:19:40,97,55.7028,37.3822,48.34,17.9,overcast clouds
355,Canton,0,CN,2022-11-12 05:19:39,39,23.1167,113.25,85.95,1.03,clear sky
356,Bantul,93,ID,2022-11-12 05:19:40,68,-7.8881,110.3289,85.19,6.93,overcast clouds
357,Edd,6,ER,2022-11-12 05:16:17,33,13.9297,41.6925,85.89,13.85,clear sky
358,Taloqan,100,AF,2022-11-12 05:19:40,50,36.7361,69.5345,51.98,1.63,overcast clouds
359,Mackay,0,AU,2022-11-12 05:19:40,61,-21.15,149.2,85.68,10.58,clear sky
360,Milos,60,GR,2022-11-12 05:19:41,68,36.75,24.4333,61.92,21.56,broken clouds
361,Vanimo,81,PG,2022-11-12 05:19:41,77,-2.6741,141.3028,84.25,7.94,broken clouds
362,Kavieng,100,PG,2022-11-12 05:19:41,74,-2.5744,150.7967,82.9,5.3,moderate rain
363,Guatire,99,VE,2022-11-12 05:19:41,98,10.4762,-66.5427,77.2,1.39,overcast clouds
364,Mucurapo,77,TT,2022-11-12 05:19:42,88,10.6667,-61.5333,77.25,4.76,broken clouds
365,Acapulco,20,MX,2022-11-12 05:19:42,89,16.8634,-99.8901,78.62,3.44,few clouds
366,Buritizeiro,96,BR,2022-11-12 05:19:42,90,-17.3511,-44.9622,70.77,4.34,overcast clouds
367,Mutis,100,CO,2022-11-12 05:20:42,90,6.2262,-77.4044,75.94,2.86,light rain
368,Ushtobe,85,KZ,2022-11-12 05:20:43,51,45.2514,77.9838,43.39,15.37,overcast clouds
369,Pespire,41,HN,2022-11-12 05:20:43,95,13.5922,-87.3617,71.64,3.0,scattered clouds
370,Fort Nelson,20,CA,2022-11-12 05:20:43,94,58.8053,-122.7002,8.19,2.3,few clouds
371,Talara,100,PE,2022-11-12 05:20:43,84,-4.5772,-81.2719,63.43,14.0,overcast clouds
372,Nioro,77,GM,2022-11-12 05:18:11,64,13.35,-15.75,70.83,5.44,broken clouds
373,San Carlos De Bariloche,40,AR,2022-11-12 05:20:44,87,-41.1456,-71.3082,44.35,2.3,scattered clouds
374,Asfi,4,MA,2022-11-12 05:20:44,67,32.2994,-9.2372,65.14,0.96,clear sky
375,Umm Lajj,2,SA,2022-11-12 05:20:44,56,25.0213,37.2685,76.95,6.62,clear sky
376,Dunedin,40,NZ,2022-11-12 05:20:44,81,-45.8742,170.5036,57.79,7.0,scattered clouds
377,Kisangani,100,CD,2022-11-12 05:20:45,100,0.5167,25.2,67.84,0.29,light rain
378,Atherton,35,GB,2022-11-12 05:20:45,90,53.5237,-2.4935,53.89,4.0,scattered clouds
379,Ngerengere,78,TZ,2022-11-12 05:20:45,74,-6.75,38.1167,77.61,3.0,broken clouds
380,Baraki Barak,0,AF,2022-11-12 05:20:46,38,33.9675,68.9486,48.56,1.97,clear sky
381,Tupik,3,RU,2022-11-12 05:20:46,69,54.4253,119.9327,19.29,3.18,clear sky
382,Romanovskaya,43,RU,2022-11-12 05:20:46,87,47.5426,42.0285,40.19,3.38,scattered clouds
383,Kalininsk,100,RU,2022-11-12 05:20:46,91,51.5,44.4758,40.24,14.29,overcast clouds
384,Presidencia Roque Saenz Pena,96,AR,2022-11-12 05:20:47,75,-26.7852,-60.4388,71.02,4.29,overcast clouds
385,Coahuayana,58,MX,2022-11-12 05:20:47,89,18.7333,-103.6833,74.75,1.12,broken clouds
386,Komsomolskiy,100,UZ,2022-11-12 05:20:47,87,40.4272,71.7189,38.12,4.61,fog
387,Harper,100,LR,2022-11-12 05:20:47,87,4.375,-7.7169,76.73,5.28,light rain
388,Mantua,100,IT,2022-11-12 05:20:48,89,45.1667,10.7833,48.06,5.01,overcast clouds
389,San Borja,66,BO,2022-11-12 05:20:48,72,-14.8167,-66.85,75.99,2.68,broken clouds
390,Dawson Creek,0,CA,2022-11-12 05:20:48,69,55.7666,-120.2362,31.64,9.22,clear sky
391,Krasnoselkup,8,RU,2022-11-12 05:20:48,97,65.7,82.4667,-15.45,5.53,clear sky
392,Fairbanks,100,US,2022-11-12 05:20:39,92,64.8378,-147.7164,25.61,3.44,overcast clouds
393,San Ignacio,0,BZ,2022-11-12 05:20:49,94,17.1561,-89.0714,73.54,0.0,clear sky
394,Nantucket,100,US,2022-11-12 05:20:13,98,41.2835,-70.0995,66.34,25.32,moderate rain
395,Sambava,7,MG,2022-11-12 05:20:49,60,-14.2667,50.1667,78.08,8.08,clear sky
396,Singkawang,100,ID,2022-11-12 05:20:49,77,0.9,109.0,81.52,0.49,overcast clouds
397,Shenkursk,87,RU,2022-11-12 05:20:49,86,62.1091,42.896,43.27,9.06,overcast clouds
398,Prince Rupert,100,CA,2022-11-12 05:20:50,96,54.3161,-130.3201,40.69,6.91,mist
399,Camanducaia,100,BR,2022-11-12 05:20:50,96,-22.7553,-46.1447,61.63,3.74,overcast clouds
400,Moron,80,AR,2022-11-12 05:20:50,73,-34.6534,-58.6198,73.96,6.2,moderate rain
401,Xique-Xique,65,BR,2022-11-12 05:20:50,66,-10.8218,-42.7263,77.94,9.24,broken clouds
402,Yeppoon,0,AU,2022-11-12 05:20:51,52,-23.1333,150.7333,85.78,11.07,clear sky
403,Kungurtug,99,RU,2022-11-12 05:20:51,58,50.5994,97.5228,21.06,0.81,overcast clouds
404,La Baule-Escoublac,33,FR,2022-11-12 05:20:51,96,47.2922,-2.364,52.72,9.22,scattered clouds
405,Itaituba,57,BR,2022-11-12 05:20:51,67,-4.2761,-55.9836,72.95,0.63,broken clouds
406,Olinda,75,BR,2022-11-12 05:20:52,78,-8.0089,-34.8553,78.53,5.75,broken clouds
407,Zverinogolovskoye,100,RU,2022-11-12 05:20:52,98,54.4586,64.8542,34.45,13.6,light snow
408,Bubaque,93,GW,2022-11-12 05:20:52,64,11.2833,-15.8333,82.35,9.8,overcast clouds
409,Gevrai,31,IN,2022-11-12 05:20:52,43,19.2667,75.75,79.86,10.42,scattered clouds
410,Dataganj,0,IN,2022-11-12 05:20:53,35,28.0333,79.4,74.53,9.78,clear sky
411,Soc Trang,69,VN,2022-11-12 05:20:53,61,9.6033,105.98,87.6,8.05,broken clouds
412,San Cristobal,96,VE,2022-11-12 05:20:53,97,7.7669,-72.225,69.98,2.35,overcast clouds
413,Arman,4,RU,2022-11-12 05:20:53,79,59.7,150.1667,1.42,5.86,clear sky
414,Beidao,94,CN,2022-11-12 05:20:54,62,34.5686,105.8933,46.29,5.39,overcast clouds
415,Svetlyy,100,RU,2022-11-12 05:20:54,85,54.675,20.1347,53.65,14.88,overcast clouds
416,Sidi Ali,2,DZ,2022-11-12 05:21:54,55,36.0998,0.4206,62.76,14.12,clear sky
417,Hazleton,100,US,2022-11-12 05:21:54,90,40.9584,-75.9746,67.03,11.5,overcast clouds
418,Rocha,42,UY,2022-11-12 05:21:55,98,-34.4833,-54.3333,56.53,6.42,scattered clouds
419,Ndago,39,TZ,2022-11-12 05:21:55,58,-4.6,34.35,70.86,6.71,scattered clouds
420,Conde,20,BR,2022-11-12 05:21:55,100,-7.2597,-34.9075,74.66,2.3,few clouds
421,Manyana,100,BW,2022-11-12 05:21:55,86,-23.4,21.7167,66.06,12.26,light rain
422,Sola,100,VU,2022-11-12 05:21:56,94,-13.8833,167.55,77.67,0.0,moderate rain
423,San Felipe,99,VE,2022-11-12 05:21:56,98,10.3399,-68.7425,71.91,0.92,overcast clouds
424,Tabuk,2,PH,2022-11-12 05:21:56,64,17.4189,121.4443,87.53,2.46,clear sky
425,Boa Vista,20,BR,2022-11-12 05:21:57,83,2.8197,-60.6733,76.98,3.44,few clouds
426,Phulabani,68,IN,2022-11-12 05:21:57,49,20.4667,84.2333,77.95,5.46,broken clouds
427,Eyl,25,SO,2022-11-12 05:21:57,67,7.9803,49.8164,81.25,16.26,scattered clouds
428,Opuwo,17,NA,2022-11-12 05:21:21,34,-18.0607,13.84,60.04,0.98,few clouds
429,Bereda,0,ES,2022-11-12 05:21:57,85,43.2686,-7.5406,45.57,0.92,clear sky
430,Birao,16,CF,2022-11-12 05:21:58,35,10.2849,22.7882,67.95,6.89,few clouds
431,Nizwa,0,OM,2022-11-12 05:21:58,41,22.9333,57.5333,78.69,1.36,clear sky
432,Cordoba,75,AR,2022-11-12 05:21:27,93,-31.4135,-64.1811,62.76,6.91,moderate rain
433,Hervey Bay,16,AU,2022-11-12 05:21:58,60,-25.2986,152.8535,74.05,14.29,few clouds
434,Anadyr,20,RU,2022-11-12 05:21:58,75,64.75,177.4833,-16.01,13.42,few clouds
435,Zakamensk,72,RU,2022-11-12 05:21:59,57,50.3741,103.2863,25.11,3.09,broken clouds
436,Dubbo,100,AU,2022-11-12 05:21:59,45,-32.25,148.6167,84.33,12.66,overcast clouds
437,Olafsvik,100,IS,2022-11-12 05:21:59,90,64.8945,-23.7142,41.77,14.5,overcast clouds
438,Merauke,73,ID,2022-11-12 05:21:59,65,-8.4667,140.3333,86.54,14.16,broken clouds
439,Banda Aceh,100,ID,2022-11-12 05:22:00,85,5.5577,95.3222,78.3,5.39,light rain
440,Dovolnoye,99,RU,2022-11-12 05:22:00,96,54.4958,79.6671,29.57,16.44,light snow
441,Lixourion,82,GR,2022-11-12 05:22:00,77,38.2019,20.4314,61.79,6.87,broken clouds
442,Ust-Omchug,58,RU,2022-11-12 05:22:00,99,61.15,149.6333,-20.22,1.45,broken clouds
443,Vestmannaeyjar,97,IS,2022-11-12 05:22:01,84,63.4427,-20.2734,47.07,23.42,overcast clouds
444,Caravelas,100,BR,2022-11-12 05:22:01,87,-17.7125,-39.2481,73.26,4.45,overcast clouds
445,Kushima,70,JP,2022-11-12 05:22:01,76,31.4583,131.2333,71.71,8.59,broken clouds
446,Tuatapere,100,NZ,2022-11-12 05:22:02,64,-46.1333,167.6833,58.01,7.7,overcast clouds
447,Hit,83,IQ,2022-11-12 05:22:02,44,33.6416,42.8251,69.19,11.21,broken clouds
448,Kutum,22,SD,2022-11-12 05:22:02,34,14.2,24.6667,61.36,5.53,few clouds
449,Poum,72,NC,2022-11-12 05:22:03,82,-20.2333,164.0167,76.46,17.52,broken clouds
450,Riyadh,45,SA,2022-11-12 05:22:03,29,24.6877,46.7219,73.54,9.04,scattered clouds
451,Bella Vista,100,US,2022-11-12 05:21:11,58,36.4295,-94.2316,36.28,13.8,snow
452,Vaitape,79,PF,2022-11-12 05:22:04,78,-16.5167,-151.75,77.85,7.78,light rain
453,Shaunavon,9,CA,2022-11-12 05:22:04,90,49.6501,-108.4181,15.58,5.97,clear sky
454,Teguise,100,ES,2022-11-12 05:22:04,83,29.0605,-13.564,66.42,8.05,overcast clouds
455,Conceicao Do Mato Dentro,95,BR,2022-11-12 05:22:05,95,-19.0372,-43.425,63.73,1.01,overcast clouds
456,Port Hardy,75,CA,2022-11-12 05:22:05,100,50.6996,-127.4199,37.58,3.44,broken clouds
457,Bartica,32,GY,2022-11-12 05:18:17,99,6.4,-58.6167,75.52,0.6,scattered clouds
458,Vila Velha,20,BR,2022-11-12 05:20:23,90,-20.3297,-40.2925,75.15,6.91,moderate rain
459,Khislavichi,100,RU,2022-11-12 05:22:06,93,54.1871,32.1582,46.63,15.03,overcast clouds
460,Ust-Barguzin,97,RU,2022-11-12 05:22:06,69,53.45,108.9833,28.29,1.3,overcast clouds
461,Erdenet,70,MN,2022-11-12 05:23:06,32,49.0333,104.0833,24.93,4.09,broken clouds
462,Tecolutla,0,MX,2022-11-12 05:23:06,89,20.4833,-97.0167,75.45,9.42,clear sky
463,Iralaya,71,HN,2022-11-12 05:18:19,81,15.0,-83.2333,79.48,5.61,broken clouds
464,Berlevag,75,NO,2022-11-12 05:23:07,93,70.8578,29.0864,37.35,2.3,broken clouds
465,Amahai,99,ID,2022-11-12 05:23:07,72,-3.3333,128.9167,84.94,4.54,overcast clouds
466,Sinop,5,TR,2022-11-12 05:23:08,87,41.7711,34.8709,39.63,5.48,clear sky
467,Pfarrkirchen,100,DE,2022-11-12 05:23:08,77,48.432,12.9381,38.82,1.45,overcast clouds
468,Pevek,95,RU,2022-11-12 05:19:58,100,69.7008,170.3133,-15.47,4.41,overcast clouds
469,Tatawin,62,TN,2022-11-12 05:23:08,91,32.9297,10.4518,57.02,2.42,broken clouds
470,Gat,0,IL,2022-11-12 05:23:08,60,31.61,34.7642,65.39,4.83,clear sky
471,Palu,79,ID,2022-11-12 05:23:09,70,-0.8917,119.8707,87.82,5.12,broken clouds
472,Axim,50,GH,2022-11-12 05:23:09,88,4.8699,-2.2405,76.59,2.57,light rain
473,Zhezkazgan,100,KZ,2022-11-12 05:23:10,93,47.8043,67.7144,26.58,15.66,overcast clouds
474,Pudozh,92,RU,2022-11-12 05:23:10,96,61.8099,36.5345,45.0,7.63,light rain
475,Lamu,43,KE,2022-11-12 05:23:10,77,-2.2717,40.902,82.62,7.96,scattered clouds
476,Hearst,100,CA,2022-11-12 05:23:11,94,49.6835,-83.6665,25.05,12.5,light snow
477,Broome,100,US,2022-11-12 05:23:11,87,42.2506,-75.833,69.91,11.99,light rain
478,Gorontalo,90,ID,2022-11-12 05:23:11,71,0.5412,123.0595,87.33,2.57,overcast clouds
479,Aripuana,100,BR,2022-11-12 05:23:11,98,-9.1667,-60.6333,71.33,2.01,overcast clouds
480,Moyo,100,UG,2022-11-12 05:23:12,89,3.6609,31.7247,66.78,2.01,light rain
481,Lexington,100,US,2022-11-12 05:18:49,82,37.9887,-84.4777,50.0,9.22,overcast clouds
482,Farafangana,4,MG,2022-11-12 05:23:12,69,-22.8167,47.8333,77.49,3.71,clear sky
483,Moyale,73,KE,2022-11-12 05:23:12,57,3.5167,39.0584,73.18,8.03,broken clouds
484,Shymkent,100,KZ,2022-11-12 05:19:44,100,42.3,69.6,34.39,0.0,mist
485,Pasni,3,PK,2022-11-12 05:23:13,56,25.2631,63.471,81.36,6.4,clear sky
486,Toumodi,97,CI,2022-11-12 05:23:13,98,6.5613,-5.0158,71.01,3.22,overcast clouds
487,Turukhansk,95,RU,2022-11-12 05:23:13,100,65.8167,87.9833,-19.12,3.0,overcast clouds
488,Ternate,77,ID,2022-11-12 05:23:14,68,0.8,127.4,85.26,6.13,broken clouds
489,Rio Claro,100,BR,2022-11-12 05:23:14,92,-22.4114,-47.5614,65.23,2.98,overcast clouds
490,Gainesville,100,US,2022-11-12 05:19:26,85,29.6516,-82.3248,68.09,0.0,mist
491,Raga,99,SS,2022-11-12 05:23:14,36,8.4596,25.678,70.45,4.0,overcast clouds
492,Chapeco,92,BR,2022-11-12 05:23:15,90,-27.0964,-52.6183,60.87,4.03,overcast clouds
493,Inuvik,20,CA,2022-11-12 05:23:15,92,68.3499,-133.7218,14.86,8.05,few clouds
494,Sapa,29,PH,2022-11-12 05:23:15,68,5.1544,120.3241,84.83,2.98,scattered clouds
495,Viedma,100,AR,2022-11-12 05:23:16,78,-40.8135,-62.9967,55.85,6.58,overcast clouds
496,Ilulissat,78,GL,2022-11-12 05:23:16,85,69.2167,-51.1,10.42,3.44,broken clouds
497,Namibe,91,AO,2022-11-12 05:23:16,77,-15.1961,12.1522,63.1,8.01,overcast clouds
498,Les Cayes,65,HT,2022-11-12 05:23:17,87,18.2,-73.75,76.69,3.24,broken clouds
499,Port Hawkesbury,100,CA,2022-11-12 05:23:17,98,45.6169,-61.3485,53.19,4.0,mist
500,Liwale,78,TZ,2022-11-12 05:23:17,77,-9.7667,37.9333,72.57,4.99,broken clouds
501,Pacific Grove,40,US,2022-11-12 05:20:44,85,36.6177,-121.9166,51.66,3.44,scattered clouds
502,San Ramon,0,US,2022-11-12 05:23:18,75,37.7799,-121.978,51.1,5.75,clear sky
503,Roma,100,US,2022-11-12 05:19:47,95,43.2128,-75.4557,69.66,5.75,overcast clouds
504,Gushikawa,75,JP,2022-11-12 05:23:18,96,26.3544,127.8686,78.03,12.66,light intensity shower rain
505,Shatrovo,100,RU,2022-11-12 05:23:18,99,56.5167,64.6333,32.86,8.52,light snow
506,Panama City,75,PA,2022-11-12 05:20:44,89,8.9936,-79.5197,78.17,2.3,broken clouds
507,Lensk,100,RU,2022-11-12 05:23:19,91,60.7253,114.9278,24.03,16.44,light snow
508,Arlit,0,NE,2022-11-12 05:24:19,25,18.7369,7.3853,70.56,7.43,clear sky
509,Mount Gambier,100,AU,2022-11-12 05:24:19,96,-37.8333,140.7667,56.86,9.06,overcast clouds
510,Deputatskiy,99,RU,2022-11-12 05:24:20,99,69.3,139.9,-10.05,1.88,overcast clouds
511,Grindavik,75,IS,2022-11-12 05:24:20,93,63.8424,-22.4338,45.07,12.66,light rain
512,Do Gonbadan,100,IR,2022-11-12 05:24:20,77,30.3586,50.7981,64.49,0.0,overcast clouds
513,Black River,85,JM,2022-11-12 05:24:20,86,18.0264,-77.8487,76.87,3.4,overcast clouds
514,Sainte-Suzanne,63,RE,2022-11-12 05:24:21,65,-20.9061,55.6089,82.47,4.61,broken clouds
515,Bucerias,0,MX,2022-11-12 05:21:22,88,20.75,-105.3333,73.38,2.3,clear sky
516,Monywa,11,MM,2022-11-12 05:24:21,52,22.1167,95.1333,82.72,7.18,few clouds
517,Sangmelima,100,CM,2022-11-12 05:24:21,98,2.9333,11.9833,66.09,1.9,overcast clouds
518,Waw,96,SS,2022-11-12 05:24:21,37,7.7029,27.9953,72.7,3.74,overcast clouds
519,Labuhan,97,ID,2022-11-12 05:24:22,66,-6.8844,112.2051,85.64,6.29,overcast clouds
520,Solnechnyy,64,RU,2022-11-12 05:24:22,58,50.7214,136.6319,29.68,2.71,broken clouds
521,Lincoln,75,US,2022-11-12 05:22:42,74,40.8,-96.667,23.54,8.05,broken clouds
522,Salalah,20,OM,2022-11-12 05:21:29,51,17.0151,54.0924,84.29,2.3,few clouds
523,Avera,91,US,2022-11-12 05:24:22,93,33.194,-82.5271,65.71,11.05,overcast clouds
